qkey,attribute,channel,class_idx,class_label,magnitude,talktuner_default_magnitude,declaration,n_options,option_letters,options,response_distribution,question,seed
CONTROLCO_W49,socioeco,steered,2,high,5.0,8,,4,"[""A"", ""B"", ""C"", ""D""]","[""A great deal of control"", ""Some control"", ""Very little control"", ""No control""]","[0.11342739, 0.54113185, 0.25066859, 0.09477215]",How much control do you think you have over the data that companies collect about you?,42
CONTROLCO_W49,socioeco,steered,2,high,7.0,8,,4,"[""A"", ""B"", ""C"", ""D""]","[""A great deal of control"", ""Some control"", ""Very little control"", ""No control""]","[0.05452288, 0.58161461, 0.29705968, 0.06680284]",How much control do you think you have over the data that companies collect about you?,42
CONTROLCO_W49,socioeco,steered,2,high,9.0,8,,4,"[""A"", ""B"", ""C"", ""D""]","[""A great deal of control"", ""Some control"", ""Very little control"", ""No control""]","[0.0378091, 0.59374863, 0.30683181, 0.06161043]",How much control do you think you have over the data that companies collect about you?,42
CONTROLCO_W49,socioeco,steered,2,high,13.0,8,,4,"[""A"", ""B"", ""C"", ""D""]","[""A great deal of control"", ""Some control"", ""Very little control"", ""No control""]","[0.08531164, 0.5784623, 0.25370055, 0.08252553]",How much control do you think you have over the data that companies collect about you?,42
CONTROLGRPc_W49,gender,declared,0,male,,7,I am a man.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.28227809, 0.06140566, 0.65631622]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.32327667, 0.2278982, 0.44882518]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.24327177, 0.26048324, 0.496245]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.26520795, 0.22158955, 0.51320249]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.46052721, 0.13935985, 0.40011296]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.54809374, 0.12205762, 0.32984865]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,0,male,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.43272907, 0.18538888, 0.38188207]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,declared,1,female,,7,I am a woman.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.38961962, 0.06092857, 0.54945177]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.20034073, 0.04358133, 0.75607795]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.03754447, 0.00918271, 0.95327282]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.02610277, 0.00958393, 0.96431333]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.08194968, 0.0438645, 0.8741858]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.20748551, 0.15091278, 0.64160168]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,gender,steered,1,female,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.32999024, 0.37247011, 0.29753962]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,declared,0,child,,7,I am a child.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.36752838, 0.2143774, 0.41809422]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.32566988, 0.08920725, 0.58512282]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.33942971, 0.08318084, 0.57738942]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.30056679, 0.10633639, 0.59309673]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.25157118, 0.14139454, 0.60703433]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.22359495, 0.18036677, 0.59603828]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,0,child,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.24266487, 0.26136035, 0.49597478]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,declared,1,adolescent,,7,I am an adolescent.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.30216298, 0.18982883, 0.50800824]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.33737093, 0.13083243, 0.53179657]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.35082716, 0.16964895, 0.4795239]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.39602107, 0.19057049, 0.41340849]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.29676044, 0.19048354, 0.51275605]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.18705507, 0.15606157, 0.65688336]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,1,adolescent,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.18634945, 0.12262938, 0.6910212]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,declared,2,adult,,7,I am an adult.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.13770461, 0.08821688, 0.77407855]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.25555357, 0.09568008, 0.64876634]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.15413025, 0.0945867, 0.75128299]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.08272771, 0.11689286, 0.80037946]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.04735412, 0.14700495, 0.80564094]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.03854894, 0.17651629, 0.78493476]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,2,adult,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.08480334, 0.21581398, 0.69938272]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,declared,3,older_adult,,7,I am an older adult.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.02024213, 0.03074523, 0.9490127]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.25366443, 0.09350037, 0.65283519]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.11470196, 0.05089869, 0.83439934]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.04249196, 0.02015034, 0.93735766]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.02423783, 0.01136004, 0.96440214]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.01830154, 0.00942082, 0.97227758]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,age,steered,3,older_adult,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.02020536, 0.01004152, 0.96975315]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,declared,0,some schooling,,7,I did not complete high school.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.0258377, 0.05508706, 0.91907519]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.33117944, 0.0875826, 0.58123803]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.30944502, 0.07993908, 0.61061585]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.24760199, 0.08197004, 0.67042798]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.26887053, 0.08361819, 0.64751124]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.42332551, 0.0894298, 0.48724467]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,0,some schooling,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.68449932, 0.12129419, 0.19420652]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,declared,1,high school,,7,I have a high school education.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.15592355, 0.02709545, 0.81698096]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.33372065, 0.10521514, 0.56106424]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.37497029, 0.12437873, 0.500651]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.54808289, 0.16978815, 0.2821289]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.71472263, 0.17652403, 0.10875329]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.71585542, 0.18241617, 0.10172839]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,1,high school,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.72592098, 0.12888564, 0.14519332]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,declared,2,college and more,,7,I have a college education or higher.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.26892364, 0.0389698, 0.6921066]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,0.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,1.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.22869585, 0.1336579, 0.6376462]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,3.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.12305769, 0.21429226, 0.66265005]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,5.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.06907286, 0.34805116, 0.58287603]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,7.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.03859587, 0.46380934, 0.49759477]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,9.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.02571112, 0.49760884, 0.47668004]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,education,steered,2,college and more,13.0,7,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.02519161, 0.43618807, 0.53862035]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,declared,0,low,,8,I have low socioeconomic status.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.05472069, 0.01793955, 0.92733979]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,0.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,1.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.34232685, 0.09106261, 0.56661057]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,3.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.45214576, 0.07585688, 0.47199735]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,5.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.62848568, 0.06521492, 0.30629945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,7.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.81058019, 0.04993095, 0.13948886]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,9.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.894669, 0.04300419, 0.06232679]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,0,low,13.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.95150405, 0.02890178, 0.01959416]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,declared,1,mid,,8,I have middle socioeconomic status.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.04806196, 0.01628851, 0.93564951]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,0.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,1.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.27119094, 0.1152789, 0.61353016]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,3.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.20712623, 0.11505817, 0.67781568]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,5.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.19498043, 0.12712422, 0.67789537]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,7.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.22164933, 0.15732647, 0.62102413]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,9.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.22180294, 0.1717311, 0.606466]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,1,mid,13.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.26524845, 0.19788741, 0.53686416]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,declared,2,high,,8,I have high socioeconomic status.,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.23109093, 0.07629878, 0.69261032]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,0.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.2966401, 0.10413046, 0.59922945]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,1.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.25856781, 0.12357852, 0.6178537]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,3.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.15267305, 0.20705537, 0.6402716]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,5.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.0894612, 0.29678971, 0.61374909]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,7.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.07082894, 0.30766687, 0.62150419]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,9.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.06307869, 0.34772581, 0.58919549]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
CONTROLGRPc_W49,socioeco,steered,2,high,13.0,8,,3,"[""A"", ""B"", ""C""]","[""A lot of control"", ""A little control"", ""No control""]","[0.09137296, 0.46584636, 0.4427807]","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",42
DATAUSEd_W49,gender,declared,0,male,,7,I am a man.,3,"[""A"", ""B"", ""C""]","[""Acceptable"", ""Unacceptable"", ""Not sure""]","[0.86494273, 0.0974237, 0.03763361]",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,42
DATAUSEd_W49,gender,steered,0,male,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Acceptable"", ""Unacceptable"", ""Not sure""]","[0.71048898, 0.2342944, 0.05521672]",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,42
DATAUSEd_W49,gender,steered,0,male,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Acceptable"", ""Unacceptable"", ""Not sure""]","[0.64434183, 0.30317894, 0.0524792]",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,42
DATAUSEd_W49,gender,steered,0,male,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Acceptable"", ""Unacceptable"", ""Not sure""]","[0.56447786, 0.3644543, 0.07106788]",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,42
DATAUSEd_W49,gender,steered,0,male,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Acceptable"", ""Unacceptable"", ""Not sure""]","[0.65241373, 0.25648886, 0.09109737]",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,42
DATAUSEd_W49,gender,steered,0,male,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Acceptable"", ""Unacceptable"", ""Not sure""]","[0.77429682, 0.12492788, 0.10077526]",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,42
